type	all_kegg_gene_names	gene_definition	refseq_id	ensembl_id	kegg_paths_id	kegg_paths_name
CDS	(RefSeq) TSC complex subunit 2		7249	ENSG00000103197	hsa04140	Autophagy - animal
CDS	(RefSeq) TSC complex subunit 2		7249	ENSG00000103197	hsa04150	mTOR signaling pathway
CDS	(RefSeq) TSC complex subunit 2		7249	ENSG00000103197	hsa04151	PI3K-Akt signaling pathway
CDS	(RefSeq) TSC complex subunit 2		7249	ENSG00000103197	hsa04152	AMPK signaling pathway
CDS	(RefSeq) TSC complex subunit 2		7249	ENSG00000103197	hsa04211	Longevity regulating pathway
CDS	(RefSeq) TSC complex subunit 2		7249	ENSG00000103197	hsa04218	Cellular senescence
CDS	(RefSeq) TSC complex subunit 2		7249	ENSG00000103197	hsa04714	Thermogenesis
CDS	(RefSeq) TSC complex subunit 2		7249	ENSG00000103197	hsa04910	Insulin signaling pathway
CDS	(RefSeq) TSC complex subunit 2		7249	ENSG00000103197	hsa04919	Thyroid hormone signaling pathway
CDS	(RefSeq) TSC complex subunit 2		7249	ENSG00000103197	hsa05163	Human cytomegalovirus infection
CDS	(RefSeq) TSC complex subunit 2		7249	ENSG00000103197	hsa05165	Human papillomavirus infection
CDS	(RefSeq) TSC complex subunit 2		7249	ENSG00000103197	hsa05168	Herpes simplex virus 1 infection
CDS	(RefSeq) TSC complex subunit 2		7249	ENSG00000103197	hsa05231	Choline metabolism in cancer
CDS	(RefSeq) MTOR associated protein, LST8 homolog		64223	ENSG00000167965	hsa04136	Autophagy - other
CDS	(RefSeq) MTOR associated protein, LST8 homolog		64223	ENSG00000167965	hsa04140	Autophagy - animal
CDS	(RefSeq) MTOR associated protein, LST8 homolog		64223	ENSG00000167965	hsa04150	mTOR signaling pathway
CDS	(RefSeq) MTOR associated protein, LST8 homolog		64223	ENSG00000167965	hsa04151	PI3K-Akt signaling pathway
CDS	(RefSeq) MTOR associated protein, LST8 homolog		64223	ENSG00000167965	hsa04714	Thermogenesis
CDS	(RefSeq) phosphoglycolate phosphatase		283871	ENSG00000184207	hsa00630	Glyoxylate and dicarboxylate metabolism
CDS	(RefSeq) phosphoglycolate phosphatase		283871	ENSG00000184207	hsa01100	Metabolic pathways
CDS	(RefSeq) phosphoglycolate phosphatase		283871	ENSG00000184207	hsa01200	Carbon metabolism
CDS	(RefSeq) enoyl-CoA delta isomerase 1		1632	ENSG00000167969	hsa00071	Fatty acid degradation
CDS	(RefSeq) RNA binding protein with serine rich domain 1		10921	ENSG00000205937	hsa03013	Nucleocytoplasmic transport
CDS	(RefSeq) RNA binding protein with serine rich domain 1		10921	ENSG00000205937	hsa03015	mRNA surveillance pathway
CDS	(RefSeq) ATP binding cassette subfamily A member 3		21	ENSG00000167972	hsa02010	ABC transporters
CDS	(RefSeq) netrin 3		4917	ENSG00000162068	hsa04360	Axon guidance
CDS	(RefSeq) ATPase H+ transporting V0 subunit c		527	ENSG00000185883	hsa00190	Oxidative phosphorylation
CDS	(RefSeq) ATPase H+ transporting V0 subunit c		527	ENSG00000185883	hsa01100	Metabolic pathways
CDS	(RefSeq) ATPase H+ transporting V0 subunit c		527	ENSG00000185883	hsa04142	Lysosome
CDS	(RefSeq) ATPase H+ transporting V0 subunit c		527	ENSG00000185883	hsa04145	Phagosome
CDS	(RefSeq) ATPase H+ transporting V0 subunit c		527	ENSG00000185883	hsa04721	Synaptic vesicle cycle
CDS	(RefSeq) ATPase H+ transporting V0 subunit c		527	ENSG00000185883	hsa04966	Collecting duct acid secretion
CDS	(RefSeq) ATPase H+ transporting V0 subunit c		527	ENSG00000185883	hsa05110	Vibrio cholerae infection
CDS	(RefSeq) ATPase H+ transporting V0 subunit c		527	ENSG00000185883	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
CDS	(RefSeq) ATPase H+ transporting V0 subunit c		527	ENSG00000185883	hsa05152	Tuberculosis
CDS	(RefSeq) ATPase H+ transporting V0 subunit c		527	ENSG00000185883	hsa05165	Human papillomavirus infection
CDS	(RefSeq) ATPase H+ transporting V0 subunit c		527	ENSG00000185883	hsa05323	Rheumatoid arthritis
CDS	(RefSeq) amidohydrolase domain containing 2		51005	ENSG00000162066	hsa00520	Amino sugar and nucleotide sugar metabolism
CDS	(RefSeq) amidohydrolase domain containing 2		51005	ENSG00000162066	hsa01100	Metabolic pathways
CDS	(RefSeq) 3-phosphoinositide dependent protein kinase 1		5170	ENSG00000140992	hsa01524	Platinum drug resistance
CDS	(RefSeq) 3-phosphoinositide dependent protein kinase 1		5170	ENSG00000140992	hsa03320	PPAR signaling pathway
CDS	(RefSeq) 3-phosphoinositide dependent protein kinase 1		5170	ENSG00000140992	hsa04068	FoxO signaling pathway
CDS	(RefSeq) 3-phosphoinositide dependent protein kinase 1		5170	ENSG00000140992	hsa04071	Sphingolipid signaling pathway
CDS	(RefSeq) 3-phosphoinositide dependent protein kinase 1		5170	ENSG00000140992	hsa04140	Autophagy - animal
CDS	(RefSeq) 3-phosphoinositide dependent protein kinase 1		5170	ENSG00000140992	hsa04150	mTOR signaling pathway
CDS	(RefSeq) 3-phosphoinositide dependent protein kinase 1		5170	ENSG00000140992	hsa04151	PI3K-Akt signaling pathway
CDS	(RefSeq) 3-phosphoinositide dependent protein kinase 1		5170	ENSG00000140992	hsa04152	AMPK signaling pathway
CDS	(RefSeq) 3-phosphoinositide dependent protein kinase 1		5170	ENSG00000140992	hsa04210	Apoptosis
CDS	(RefSeq) 3-phosphoinositide dependent protein kinase 1		5170	ENSG00000140992	hsa04360	Axon guidance
CDS	(RefSeq) 3-phosphoinositide dependent protein kinase 1		5170	ENSG00000140992	hsa04510	Focal adhesion
CDS	(RefSeq) 3-phosphoinositide dependent protein kinase 1		5170	ENSG00000140992	hsa04660	T cell receptor signaling pathway
CDS	(RefSeq) 3-phosphoinositide dependent protein kinase 1		5170	ENSG00000140992	hsa04664	Fc epsilon RI signaling pathway
CDS	(RefSeq) 3-phosphoinositide dependent protein kinase 1		5170	ENSG00000140992	hsa04722	Neurotrophin signaling pathway
CDS	(RefSeq) 3-phosphoinositide dependent protein kinase 1		5170	ENSG00000140992	hsa04910	Insulin signaling pathway
CDS	(RefSeq) 3-phosphoinositide dependent protein kinase 1		5170	ENSG00000140992	hsa04919	Thyroid hormone signaling pathway
CDS	(RefSeq) 3-phosphoinositide dependent protein kinase 1		5170	ENSG00000140992	hsa04931	Insulin resistance
CDS	(RefSeq) 3-phosphoinositide dependent protein kinase 1		5170	ENSG00000140992	hsa04960	Aldosterone-regulated sodium reabsorption
CDS	(RefSeq) 3-phosphoinositide dependent protein kinase 1		5170	ENSG00000140992	hsa05145	Toxoplasmosis
CDS	(RefSeq) 3-phosphoinositide dependent protein kinase 1		5170	ENSG00000140992	hsa05205	Proteoglycans in cancer
CDS	(RefSeq) 3-phosphoinositide dependent protein kinase 1		5170	ENSG00000140992	hsa05208	Chemical carcinogenesis - reactive oxygen species
CDS	(RefSeq) 3-phosphoinositide dependent protein kinase 1		5170	ENSG00000140992	hsa05213	Endometrial cancer
CDS	(RefSeq) 3-phosphoinositide dependent protein kinase 1		5170	ENSG00000140992	hsa05215	Prostate cancer
CDS	(RefSeq) 3-phosphoinositide dependent protein kinase 1		5170	ENSG00000140992	hsa05223	Non-small cell lung cancer
CDS	(RefSeq) 3-phosphoinositide dependent protein kinase 1		5170	ENSG00000140992	hsa05231	Choline metabolism in cancer
CDS	(RefSeq) 3-phosphoinositide dependent protein kinase 1		5170	ENSG00000140992	hsa05417	Lipid and atherosclerosis
CDS	(RefSeq) elongin B		6923	ENSG00000103363	hsa04066	HIF-1 signaling pathway
CDS	(RefSeq) elongin B		6923	ENSG00000103363	hsa04120	Ubiquitin mediated proteolysis
CDS	(RefSeq) elongin B		6923	ENSG00000103363	hsa05170	Human immunodeficiency virus 1 infection
CDS	(RefSeq) elongin B		6923	ENSG00000103363	hsa05200	Pathways in cancer
CDS	(RefSeq) elongin B		6923	ENSG00000103363	hsa05211	Renal cell carcinoma
CDS	(RefSeq) protein kinase, membrane associated tyrosine/threonine 1		9088	ENSG00000127564	hsa04110	Cell cycle
CDS	(RefSeq) protein kinase, membrane associated tyrosine/threonine 1		9088	ENSG00000127564	hsa04114	Oocyte meiosis
CDS	(RefSeq) protein kinase, membrane associated tyrosine/threonine 1		9088	ENSG00000127564	hsa04914	Progesterone-mediated oocyte maturation
CDS	(RefSeq) claudin 9		9080	ENSG00000213937	hsa04514	Cell adhesion molecules
CDS	(RefSeq) claudin 9		9080	ENSG00000213937	hsa04530	Tight junction
CDS	(RefSeq) claudin 9		9080	ENSG00000213937	hsa04670	Leukocyte transendothelial migration
CDS	(RefSeq) claudin 9		9080	ENSG00000213937	hsa05130	Pathogenic Escherichia coli infection
CDS	(RefSeq) claudin 9		9080	ENSG00000213937	hsa05160	Hepatitis C
CDS	(RefSeq) claudin 6		9074	ENSG00000184697	hsa04514	Cell adhesion molecules
CDS	(RefSeq) claudin 6		9074	ENSG00000184697	hsa04530	Tight junction
CDS	(RefSeq) claudin 6		9074	ENSG00000184697	hsa04670	Leukocyte transendothelial migration
CDS	(RefSeq) claudin 6		9074	ENSG00000184697	hsa05130	Pathogenic Escherichia coli infection
CDS	(RefSeq) claudin 6		9074	ENSG00000184697	hsa05160	Hepatitis C
CDS	(RefSeq) TNF receptor superfamily member 12A		51330	ENSG00000006327	hsa04060	Cytokine-cytokine receptor interaction
CDS	(RefSeq) THO complex subunit 6		79228	ENSG00000131652	hsa03013	Nucleocytoplasmic transport
CDS	(RefSeq) BICD family like cargo adaptor 2		146439	ENSG00000162069	hsa04814	Motor proteins
CDS	(RefSeq) matrix metallopeptidase 25		64386	ENSG00000008516	hsa04928	Parathyroid hormone synthesis, secretion and action
CDS	(RefSeq) interleukin 32		9235	ENSG00000008517	hsa04060	Cytokine-cytokine receptor interaction
CDS	(RefSeq) zinc finger protein 205		7755	ENSG00000122386	hsa05168	Herpes simplex virus 1 infection
CDS	(RefSeq) olfactory receptor family 1 subfamily F member 1		4992	ENSG00000168124	hsa04740	Olfactory transduction
CDS	(RefSeq) zinc finger protein 200		7752	ENSG00000010539	hsa05168	Herpes simplex virus 1 infection
CDS	(RefSeq) MEFV innate immunity regulator, pyrin		4210	ENSG00000103313	hsa04621	NOD-like receptor signaling pathway
CDS	(RefSeq) MEFV innate immunity regulator, pyrin		4210	ENSG00000103313	hsa04623	Cytosolic DNA-sensing pathway
CDS	(RefSeq) MEFV innate immunity regulator, pyrin		4210	ENSG00000103313	hsa05135	Yersinia infection
CDS	(RefSeq) olfactory receptor family 2 subfamily C member 1		4993	ENSG00000168158	hsa04740	Olfactory transduction
CDS	(RefSeq) zinc finger and SCAN domain containing 32		54925	ENSG00000140987	hsa05168	Herpes simplex virus 1 infection
CDS	(RefSeq) zinc finger protein 597		146434	ENSG00000167981	hsa05168	Herpes simplex virus 1 infection
CDS	(RefSeq) SLX4 structure-specific endonuclease subunit		84464	ENSG00000188827	hsa03460	Fanconi anemia pathway
CDS	(RefSeq) TNF receptor associated protein 1		10131	ENSG00000126602	hsa05012	Parkinson disease
CDS	(RefSeq) TNF receptor associated protein 1		10131	ENSG00000126602	hsa05022	Pathways of neurodegeneration - multiple diseases
CDS	(RefSeq) CREB binding protein		1387	ENSG00000005339	hsa03083	Polycomb repressive complex
CDS	(RefSeq) CREB binding protein		1387	ENSG00000005339	hsa03250	Viral life cycle - HIV-1
CDS	(RefSeq) CREB binding protein		1387	ENSG00000005339	hsa04024	cAMP signaling pathway
CDS	(RefSeq) CREB binding protein		1387	ENSG00000005339	hsa04066	HIF-1 signaling pathway
CDS	(RefSeq) CREB binding protein		1387	ENSG00000005339	hsa04068	FoxO signaling pathway
CDS	(RefSeq) CREB binding protein		1387	ENSG00000005339	hsa04110	Cell cycle
CDS	(RefSeq) CREB binding protein		1387	ENSG00000005339	hsa04310	Wnt signaling pathway
CDS	(RefSeq) CREB binding protein		1387	ENSG00000005339	hsa04330	Notch signaling pathway
CDS	(RefSeq) CREB binding protein		1387	ENSG00000005339	hsa04350	TGF-beta signaling pathway
CDS	(RefSeq) CREB binding protein		1387	ENSG00000005339	hsa04520	Adherens junction
CDS	(RefSeq) CREB binding protein		1387	ENSG00000005339	hsa04630	JAK-STAT signaling pathway
CDS	(RefSeq) CREB binding protein		1387	ENSG00000005339	hsa04720	Long-term potentiation
CDS	(RefSeq) CREB binding protein		1387	ENSG00000005339	hsa04916	Melanogenesis
CDS	(RefSeq) CREB binding protein		1387	ENSG00000005339	hsa04919	Thyroid hormone signaling pathway
CDS	(RefSeq) CREB binding protein		1387	ENSG00000005339	hsa04922	Glucagon signaling pathway
CDS	(RefSeq) CREB binding protein		1387	ENSG00000005339	hsa04935	Growth hormone synthesis, secretion and action
CDS	(RefSeq) CREB binding protein		1387	ENSG00000005339	hsa05016	Huntington disease
CDS	(RefSeq) CREB binding protein		1387	ENSG00000005339	hsa05152	Tuberculosis
CDS	(RefSeq) CREB binding protein		1387	ENSG00000005339	hsa05161	Hepatitis B
CDS	(RefSeq) CREB binding protein		1387	ENSG00000005339	hsa05164	Influenza A
CDS	(RefSeq) CREB binding protein		1387	ENSG00000005339	hsa05165	Human papillomavirus infection
CDS	(RefSeq) CREB binding protein		1387	ENSG00000005339	hsa05166	Human T-cell leukemia virus 1 infection
CDS	(RefSeq) CREB binding protein		1387	ENSG00000005339	hsa05167	Kaposi sarcoma-associated herpesvirus infection
CDS	(RefSeq) CREB binding protein		1387	ENSG00000005339	hsa05200	Pathways in cancer
CDS	(RefSeq) CREB binding protein		1387	ENSG00000005339	hsa05203	Viral carcinogenesis
CDS	(RefSeq) CREB binding protein		1387	ENSG00000005339	hsa05206	MicroRNAs in cancer
CDS	(RefSeq) CREB binding protein		1387	ENSG00000005339	hsa05211	Renal cell carcinoma
CDS	(RefSeq) CREB binding protein		1387	ENSG00000005339	hsa05215	Prostate cancer
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa00230	Purine metabolism
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa01100	Metabolic pathways
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa01522	Endocrine resistance
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04015	Rap1 signaling pathway
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04020	Calcium signaling pathway
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04022	cGMP-PKG signaling pathway
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04024	cAMP signaling pathway
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04062	Chemokine signaling pathway
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04072	Phospholipase D signaling pathway
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04114	Oocyte meiosis
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04211	Longevity regulating pathway
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04213	Longevity regulating pathway - multiple species
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04261	Adrenergic signaling in cardiomyocytes
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04270	Vascular smooth muscle contraction
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04371	Apelin signaling pathway
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04540	Gap junction
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04611	Platelet activation
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04713	Circadian entrainment
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04714	Thermogenesis
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04723	Retrograde endocannabinoid signaling
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04724	Glutamatergic synapse
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04725	Cholinergic synapse
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04727	GABAergic synapse
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04750	Inflammatory mediator regulation of TRP channels
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04911	Insulin secretion
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04912	GnRH signaling pathway
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04913	Ovarian steroidogenesis
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04914	Progesterone-mediated oocyte maturation
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04915	Estrogen signaling pathway
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04916	Melanogenesis
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04918	Thyroid hormone synthesis
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04921	Oxytocin signaling pathway
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04923	Regulation of lipolysis in adipocytes
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04925	Aldosterone synthesis and secretion
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04926	Relaxin signaling pathway
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04927	Cortisol synthesis and secretion
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04928	Parathyroid hormone synthesis, secretion and action
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04934	Cushing syndrome
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04935	Growth hormone synthesis, secretion and action
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04961	Endocrine and other factor-regulated calcium reabsorption
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04962	Vasopressin-regulated water reabsorption
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04970	Salivary secretion
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04971	Gastric acid secretion
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04972	Pancreatic secretion
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa04976	Bile secretion
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa05032	Morphine addiction
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa05110	Vibrio cholerae infection
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa05163	Human cytomegalovirus infection
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa05166	Human T-cell leukemia virus 1 infection
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa05200	Pathways in cancer
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa05207	Chemical carcinogenesis - receptor activation
CDS	(RefSeq) adenylate cyclase 9		115	ENSG00000162104	hsa05414	Dilated cardiomyopathy
CDS	(RefSeq) transcription factor AP-4		7023	ENSG00000090447	hsa05205	Proteoglycans in cancer
CDS	(RefSeq) DnaJ heat shock protein family (Hsp40) member A3		9093	ENSG00000103423	hsa05203	Viral carcinogenesis
CDS	(RefSeq) heme oxygenase 2		3163	ENSG00000103415	hsa00860	Porphyrin metabolism
CDS	(RefSeq) heme oxygenase 2		3163	ENSG00000103415	hsa01100	Metabolic pathways
CDS	(RefSeq) heme oxygenase 2		3163	ENSG00000103415	hsa04978	Mineral absorption
CDS	(RefSeq) mahogunin ring finger 1		23295	ENSG00000102858	hsa04120	Ubiquitin mediated proteolysis
CDS	(RefSeq) mahogunin ring finger 1		23295	ENSG00000102858	hsa04340	Hedgehog signaling pathway
CDS	(RefSeq) nudix hydrolase 16 like 1		84309	ENSG00000168101	hsa05205	Proteoglycans in cancer
CDS	(RefSeq) septin 12		124404	ENSG00000140623	hsa05100	Bacterial invasion of epithelial cells
CDS	(RefSeq) septin 12		124404	ENSG00000140623	hsa05131	Shigellosis
CDS	(RefSeq) N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase		51172	ENSG00000103174	hsa04142	Lysosome
CDS	(RefSeq) ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase		56052	ENSG00000033011	hsa00510	N-Glycan biosynthesis
CDS	(RefSeq) ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase		56052	ENSG00000033011	hsa00513	Various types of N-glycan biosynthesis
CDS	(RefSeq) ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase		56052	ENSG00000033011	hsa01100	Metabolic pathways
CDS	(RefSeq) 4-aminobutyrate aminotransferase		18	ENSG00000183044	hsa00250	Alanine, aspartate and glutamate metabolism
CDS	(RefSeq) 4-aminobutyrate aminotransferase		18	ENSG00000183044	hsa00280	Valine, leucine and isoleucine degradation
CDS	(RefSeq) 4-aminobutyrate aminotransferase		18	ENSG00000183044	hsa00410	beta-Alanine metabolism
CDS	(RefSeq) 4-aminobutyrate aminotransferase		18	ENSG00000183044	hsa00640	Propanoate metabolism
CDS	(RefSeq) 4-aminobutyrate aminotransferase		18	ENSG00000183044	hsa00650	Butanoate metabolism
CDS	(RefSeq) 4-aminobutyrate aminotransferase		18	ENSG00000183044	hsa01100	Metabolic pathways
CDS	(RefSeq) 4-aminobutyrate aminotransferase		18	ENSG00000183044	hsa04727	GABAergic synapse
CDS	(RefSeq) phosphomannomutase 2		5373	ENSG00000140650	hsa00051	Fructose and mannose metabolism
CDS	(RefSeq) phosphomannomutase 2		5373	ENSG00000140650	hsa00520	Amino sugar and nucleotide sugar metabolism
CDS	(RefSeq) phosphomannomutase 2		5373	ENSG00000140650	hsa01100	Metabolic pathways
CDS	(RefSeq) phosphomannomutase 2		5373	ENSG00000140650	hsa01240	Biosynthesis of cofactors
CDS	(RefSeq) phosphomannomutase 2		5373	ENSG00000140650	hsa01250	Biosynthesis of nucleotide sugars
CDS	(RefSeq) ubiquitin specific peptidase 7		7874	ENSG00000187555	hsa03083	Polycomb repressive complex
CDS	(RefSeq) ubiquitin specific peptidase 7		7874	ENSG00000187555	hsa04068	FoxO signaling pathway
CDS	(RefSeq) ubiquitin specific peptidase 7		7874	ENSG00000187555	hsa05169	Epstein-Barr virus infection
CDS	(RefSeq) ubiquitin specific peptidase 7		7874	ENSG00000187555	hsa05203	Viral carcinogenesis
CDS	(RefSeq) glutamate ionotropic receptor NMDA type subunit 2A		2903	ENSG00000183454	hsa04014	Ras signaling pathway
CDS	(RefSeq) glutamate ionotropic receptor NMDA type subunit 2A		2903	ENSG00000183454	hsa04015	Rap1 signaling pathway
CDS	(RefSeq) glutamate ionotropic receptor NMDA type subunit 2A		2903	ENSG00000183454	hsa04020	Calcium signaling pathway
CDS	(RefSeq) glutamate ionotropic receptor NMDA type subunit 2A		2903	ENSG00000183454	hsa04024	cAMP signaling pathway
CDS	(RefSeq) glutamate ionotropic receptor NMDA type subunit 2A		2903	ENSG00000183454	hsa04080	Neuroactive ligand-receptor interaction
CDS	(RefSeq) glutamate ionotropic receptor NMDA type subunit 2A		2903	ENSG00000183454	hsa04713	Circadian entrainment
CDS	(RefSeq) glutamate ionotropic receptor NMDA type subunit 2A		2903	ENSG00000183454	hsa04720	Long-term potentiation
CDS	(RefSeq) glutamate ionotropic receptor NMDA type subunit 2A		2903	ENSG00000183454	hsa04724	Glutamatergic synapse
CDS	(RefSeq) glutamate ionotropic receptor NMDA type subunit 2A		2903	ENSG00000183454	hsa04728	Dopaminergic synapse
CDS	(RefSeq) glutamate ionotropic receptor NMDA type subunit 2A		2903	ENSG00000183454	hsa05010	Alzheimer disease
CDS	(RefSeq) glutamate ionotropic receptor NMDA type subunit 2A		2903	ENSG00000183454	hsa05014	Amyotrophic lateral sclerosis
CDS	(RefSeq) glutamate ionotropic receptor NMDA type subunit 2A		2903	ENSG00000183454	hsa05017	Spinocerebellar ataxia
CDS	(RefSeq) glutamate ionotropic receptor NMDA type subunit 2A		2903	ENSG00000183454	hsa05020	Prion disease
CDS	(RefSeq) glutamate ionotropic receptor NMDA type subunit 2A		2903	ENSG00000183454	hsa05022	Pathways of neurodegeneration - multiple diseases
CDS	(RefSeq) glutamate ionotropic receptor NMDA type subunit 2A		2903	ENSG00000183454	hsa05030	Cocaine addiction
CDS	(RefSeq) glutamate ionotropic receptor NMDA type subunit 2A		2903	ENSG00000183454	hsa05031	Amphetamine addiction
CDS	(RefSeq) glutamate ionotropic receptor NMDA type subunit 2A		2903	ENSG00000183454	hsa05033	Nicotine addiction
CDS	(RefSeq) glutamate ionotropic receptor NMDA type subunit 2A		2903	ENSG00000183454	hsa05034	Alcoholism
CDS	(RefSeq) glutamate ionotropic receptor NMDA type subunit 2A		2903	ENSG00000183454	hsa05322	Systemic lupus erythematosus
CDS	(RefSeq) epithelial membrane protein 2		2013	ENSG00000213853	hsa04510	Focal adhesion
CDS	(RefSeq) class II major histocompatibility complex transactivator		4261	ENSG00000179583	hsa04612	Antigen processing and presentation
CDS	(RefSeq) class II major histocompatibility complex transactivator		4261	ENSG00000179583	hsa05145	Toxoplasmosis
CDS	(RefSeq) class II major histocompatibility complex transactivator		4261	ENSG00000179583	hsa05152	Tuberculosis
CDS	(RefSeq) class II major histocompatibility complex transactivator		4261	ENSG00000179583	hsa05164	Influenza A
CDS	(RefSeq) class II major histocompatibility complex transactivator		4261	ENSG00000179583	hsa05340	Primary immunodeficiency
CDS	(RefSeq) suppressor of cytokine signaling 1		8651	ENSG00000185338	hsa04120	Ubiquitin mediated proteolysis
CDS	(RefSeq) suppressor of cytokine signaling 1		8651	ENSG00000185338	hsa04380	Osteoclast differentiation
CDS	(RefSeq) suppressor of cytokine signaling 1		8651	ENSG00000185338	hsa04630	JAK-STAT signaling pathway
CDS	(RefSeq) suppressor of cytokine signaling 1		8651	ENSG00000185338	hsa04910	Insulin signaling pathway
CDS	(RefSeq) suppressor of cytokine signaling 1		8651	ENSG00000185338	hsa04917	Prolactin signaling pathway
CDS	(RefSeq) suppressor of cytokine signaling 1		8651	ENSG00000185338	hsa04930	Type II diabetes mellitus
CDS	(RefSeq) suppressor of cytokine signaling 1		8651	ENSG00000185338	hsa04935	Growth hormone synthesis, secretion and action
CDS	(RefSeq) suppressor of cytokine signaling 1		8651	ENSG00000185338	hsa05145	Toxoplasmosis
CDS	(RefSeq) suppressor of cytokine signaling 1		8651	ENSG00000185338	hsa05206	MicroRNAs in cancer
CDS	(RefSeq) RecQ mediated genome instability 2		116028	ENSG00000175643	hsa03460	Fanconi anemia pathway
CDS	(RefSeq) lipopolysaccharide induced TNF factor		9516	ENSG00000189067	hsa04142	Lysosome
CDS	(RefSeq) G1 to S phase transition 1		2935	ENSG00000103342	hsa03015	mRNA surveillance pathway
CDS	(RefSeq) TNF receptor superfamily member 17		608	ENSG00000048462	hsa04060	Cytokine-cytokine receptor interaction
CDS	(RefSeq) TNF receptor superfamily member 17		608	ENSG00000048462	hsa04672	Intestinal immune network for IgA production
CDS	(RefSeq) ERCC excision repair 4, endonuclease catalytic subunit		2072	ENSG00000175595	hsa03420	Nucleotide excision repair
CDS	(RefSeq) ERCC excision repair 4, endonuclease catalytic subunit		2072	ENSG00000175595	hsa03460	Fanconi anemia pathway
miRNA	(RefSeq) microRNA 193b		574455	ENSG00000207639	hsa05206	MicroRNAs in cancer
CDS	(RefSeq) poly(A)-specific ribonuclease		5073	ENSG00000140694	hsa03018	RNA degradation
CDS	(RefSeq) phospholipase A2 group X		8399	ENSG00000069764	hsa00564	Glycerophospholipid metabolism
